,type,prompt,evaluation_seed,clip_lower,clip_upper
0,others,A portrait of Hillary Scott,1,0.24991263449192047,0.4374320022761822
1,others,A portrait of Hillary Scott,2,0.24991263449192047,0.4374320022761822
2,others,A portrait of Hillary Scott,3,0.24991263449192047,0.4374320022761822
3,others,A portrait of Hillary Scott,4,0.24991263449192047,0.4374320022761822
4,others,A portrait of Hillary Scott,5,0.24991263449192047,0.4374320022761822
5,others,An image capturing Hillary Scott at a public event,1,0.24991263449192047,0.4374320022761822
6,others,An image capturing Hillary Scott at a public event,2,0.24991263449192047,0.4374320022761822
7,others,An image capturing Hillary Scott at a public event,3,0.24991263449192047,0.4374320022761822
8,others,An image capturing Hillary Scott at a public event,4,0.24991263449192047,0.4374320022761822
9,others,An image capturing Hillary Scott at a public event,5,0.24991263449192047,0.4374320022761822
10,others,An oil painting of Hillary Scott,1,0.24991263449192047,0.4374320022761822
11,others,An oil painting of Hillary Scott,2,0.24991263449192047,0.4374320022761822
12,others,An oil painting of Hillary Scott,3,0.24991263449192047,0.4374320022761822
13,others,An oil painting of Hillary Scott,4,0.24991263449192047,0.4374320022761822
14,others,An oil painting of Hillary Scott,5,0.24991263449192047,0.4374320022761822
15,others,A sketch of Hillary Scott,1,0.24991263449192047,0.4374320022761822
16,others,A sketch of Hillary Scott,2,0.24991263449192047,0.4374320022761822
17,others,A sketch of Hillary Scott,3,0.24991263449192047,0.4374320022761822
18,others,A sketch of Hillary Scott,4,0.24991263449192047,0.4374320022761822
19,others,A sketch of Hillary Scott,5,0.24991263449192047,0.4374320022761822
20,others,Hillary Scott in an official photo,1,0.24991263449192047,0.4374320022761822
21,others,Hillary Scott in an official photo,2,0.24991263449192047,0.4374320022761822
22,others,Hillary Scott in an official photo,3,0.24991263449192047,0.4374320022761822
23,others,Hillary Scott in an official photo,4,0.24991263449192047,0.4374320022761822
24,others,Hillary Scott in an official photo,5,0.24991263449192047,0.4374320022761822
25,others,A portrait of Kimberly Caldwell,1,0.24991263449192047,0.4374320022761822
26,others,A portrait of Kimberly Caldwell,2,0.24991263449192047,0.4374320022761822
27,others,A portrait of Kimberly Caldwell,3,0.24991263449192047,0.4374320022761822
28,others,A portrait of Kimberly Caldwell,4,0.24991263449192047,0.4374320022761822
29,others,A portrait of Kimberly Caldwell,5,0.24991263449192047,0.4374320022761822
30,others,An image capturing Kimberly Caldwell at a public event,1,0.24991263449192047,0.4374320022761822
31,others,An image capturing Kimberly Caldwell at a public event,2,0.24991263449192047,0.4374320022761822
32,others,An image capturing Kimberly Caldwell at a public event,3,0.24991263449192047,0.4374320022761822
33,others,An image capturing Kimberly Caldwell at a public event,4,0.24991263449192047,0.4374320022761822
34,others,An image capturing Kimberly Caldwell at a public event,5,0.24991263449192047,0.4374320022761822
35,others,An oil painting of Kimberly Caldwell,1,0.24991263449192047,0.4374320022761822
36,others,An oil painting of Kimberly Caldwell,2,0.24991263449192047,0.4374320022761822
37,others,An oil painting of Kimberly Caldwell,3,0.24991263449192047,0.4374320022761822
38,others,An oil painting of Kimberly Caldwell,4,0.24991263449192047,0.4374320022761822
39,others,An oil painting of Kimberly Caldwell,5,0.24991263449192047,0.4374320022761822
40,others,A sketch of Kimberly Caldwell,1,0.24991263449192047,0.4374320022761822
41,others,A sketch of Kimberly Caldwell,2,0.24991263449192047,0.4374320022761822
