,type,prompt,evaluation_seed,clip_lower,clip_upper
0,others,A portrait of Ingrid Bergman,1,0.37612903863191605,0.5841294974088669
1,others,A portrait of Ingrid Bergman,2,0.37612903863191605,0.5841294974088669
2,others,A portrait of Ingrid Bergman,3,0.37612903863191605,0.5841294974088669
3,others,A portrait of Ingrid Bergman,4,0.37612903863191605,0.5841294974088669
4,others,A portrait of Ingrid Bergman,5,0.37612903863191605,0.5841294974088669
5,others,An image capturing Ingrid Bergman at a public event,1,0.37612903863191605,0.5841294974088669
6,others,An image capturing Ingrid Bergman at a public event,2,0.37612903863191605,0.5841294974088669
7,others,An image capturing Ingrid Bergman at a public event,3,0.37612903863191605,0.5841294974088669
8,others,An image capturing Ingrid Bergman at a public event,4,0.37612903863191605,0.5841294974088669
9,others,An image capturing Ingrid Bergman at a public event,5,0.37612903863191605,0.5841294974088669
10,others,An oil painting of Ingrid Bergman,1,0.37612903863191605,0.5841294974088669
11,others,An oil painting of Ingrid Bergman,2,0.37612903863191605,0.5841294974088669
12,others,An oil painting of Ingrid Bergman,3,0.37612903863191605,0.5841294974088669
13,others,An oil painting of Ingrid Bergman,4,0.37612903863191605,0.5841294974088669
14,others,An oil painting of Ingrid Bergman,5,0.37612903863191605,0.5841294974088669
15,others,A sketch of Ingrid Bergman,1,0.37612903863191605,0.5841294974088669
16,others,A sketch of Ingrid Bergman,2,0.37612903863191605,0.5841294974088669
17,others,A sketch of Ingrid Bergman,3,0.37612903863191605,0.5841294974088669
18,others,A sketch of Ingrid Bergman,4,0.37612903863191605,0.5841294974088669
19,others,A sketch of Ingrid Bergman,5,0.37612903863191605,0.5841294974088669
20,others,Ingrid Bergman in an official photo,1,0.37612903863191605,0.5841294974088669
21,others,Ingrid Bergman in an official photo,2,0.37612903863191605,0.5841294974088669
22,others,Ingrid Bergman in an official photo,3,0.37612903863191605,0.5841294974088669
23,others,Ingrid Bergman in an official photo,4,0.37612903863191605,0.5841294974088669
24,others,Ingrid Bergman in an official photo,5,0.37612903863191605,0.5841294974088669
25,others,A portrait of Kari Byron,1,0.37612903863191605,0.5841294974088669
26,others,A portrait of Kari Byron,2,0.37612903863191605,0.5841294974088669
27,others,A portrait of Kari Byron,3,0.37612903863191605,0.5841294974088669
28,others,A portrait of Kari Byron,4,0.37612903863191605,0.5841294974088669
29,others,A portrait of Kari Byron,5,0.37612903863191605,0.5841294974088669
30,others,An image capturing Kari Byron at a public event,1,0.37612903863191605,0.5841294974088669
31,others,An image capturing Kari Byron at a public event,2,0.37612903863191605,0.5841294974088669
32,others,An image capturing Kari Byron at a public event,3,0.37612903863191605,0.5841294974088669
33,others,An image capturing Kari Byron at a public event,4,0.37612903863191605,0.5841294974088669
34,others,An image capturing Kari Byron at a public event,5,0.37612903863191605,0.5841294974088669
35,others,An oil painting of Kari Byron,1,0.37612903863191605,0.5841294974088669
36,others,An oil painting of Kari Byron,2,0.37612903863191605,0.5841294974088669
37,others,An oil painting of Kari Byron,3,0.37612903863191605,0.5841294974088669
38,others,An oil painting of Kari Byron,4,0.37612903863191605,0.5841294974088669
39,others,An oil painting of Kari Byron,5,0.37612903863191605,0.5841294974088669
40,others,A sketch of Kari Byron,1,0.37612903863191605,0.5841294974088669
41,others,A sketch of Kari Byron,2,0.37612903863191605,0.5841294974088669
42,others,A sketch of Kari Byron,3,0.37612903863191605,0.5841294974088669
43,others,A sketch of Kari Byron,4,0.37612903863191605,0.5841294974088669
44,others,A sketch of Kari Byron,5,0.37612903863191605,0.5841294974088669
45,others,Kari Byron in an official photo,1,0.37612903863191605,0.5841294974088669
46,others,Kari Byron in an official photo,2,0.37612903863191605,0.5841294974088669
47,others,Kari Byron in an official photo,3,0.37612903863191605,0.5841294974088669
48,others,Kari Byron in an official photo,4,0.37612903863191605,0.5841294974088669
49,others,Kari Byron in an official photo,5,0.37612903863191605,0.5841294974088669
50,others,A portrait of Michael Seater,1,0.37612903863191605,0.5841294974088669
51,others,A portrait of Michael Seater,2,0.37612903863191605,0.5841294974088669
52,others,A portrait of Michael Seater,3,0.37612903863191605,0.5841294974088669
53,others,A portrait of Michael Seater,4,0.37612903863191605,0.5841294974088669
54,others,A portrait of Michael Seater,5,0.37612903863191605,0.5841294974088669
55,others,An image capturing Michael Seater at a public event,1,0.37612903863191605,0.5841294974088669
56,others,An image capturing Michael Seater at a public event,2,0.37612903863191605,0.5841294974088669
57,others,An image capturing Michael Seater at a public event,3,0.37612903863191605,0.5841294974088669
58,others,An image capturing Michael Seater at a public event,4,0.37612903863191605,0.5841294974088669
59,others,An image capturing Michael Seater at a public event,5,0.37612903863191605,0.5841294974088669
60,others,An oil painting of Michael Seater,1,0.37612903863191605,0.5841294974088669
61,others,An oil painting of Michael Seater,2,0.37612903863191605,0.5841294974088669
62,others,An oil painting of Michael Seater,3,0.37612903863191605,0.5841294974088669
63,others,An oil painting of Michael Seater,4,0.37612903863191605,0.5841294974088669
64,others,An oil painting of Michael Seater,5,0.37612903863191605,0.5841294974088669
65,others,A sketch of Michael Seater,1,0.37612903863191605,0.5841294974088669
66,others,A sketch of Michael Seater,2,0.37612903863191605,0.5841294974088669
67,others,A sketch of Michael Seater,3,0.37612903863191605,0.5841294974088669
68,others,A sketch of Michael Seater,4,0.37612903863191605,0.5841294974088669
69,others,A sketch of Michael Seater,5,0.37612903863191605,0.5841294974088669
70,others,Michael Seater in an official photo,1,0.37612903863191605,0.5841294974088669
71,others,Michael Seater in an official photo,2,0.37612903863191605,0.5841294974088669
72,others,Michael Seater in an official photo,3,0.37612903863191605,0.5841294974088669
73,others,Michael Seater in an official photo,4,0.37612903863191605,0.5841294974088669
74,others,Michael Seater in an official photo,5,0.37612903863191605,0.5841294974088669
75,others,A portrait of Holly Peers,1,0.37612903863191605,0.5841294974088669
76,others,A portrait of Holly Peers,2,0.37612903863191605,0.5841294974088669
77,others,A portrait of Holly Peers,3,0.37612903863191605,0.5841294974088669
78,others,A portrait of Holly Peers,4,0.37612903863191605,0.5841294974088669
79,others,A portrait of Holly Peers,5,0.37612903863191605,0.5841294974088669
80,others,An image capturing Holly Peers at a public event,1,0.37612903863191605,0.5841294974088669
81,others,An image capturing Holly Peers at a public event,2,0.37612903863191605,0.5841294974088669
82,others,An image capturing Holly Peers at a public event,3,0.37612903863191605,0.5841294974088669
83,others,An image capturing Holly Peers at a public event,4,0.37612903863191605,0.5841294974088669
84,others,An image capturing Holly Peers at a public event,5,0.37612903863191605,0.5841294974088669
85,others,An oil painting of Holly Peers,1,0.37612903863191605,0.5841294974088669
86,others,An oil painting of Holly Peers,2,0.37612903863191605,0.5841294974088669
87,others,An oil painting of Holly Peers,3,0.37612903863191605,0.5841294974088669
88,others,An oil painting of Holly Peers,4,0.37612903863191605,0.5841294974088669
89,others,An oil painting of Holly Peers,5,0.37612903863191605,0.5841294974088669
90,others,A sketch of Holly Peers,1,0.37612903863191605,0.5841294974088669
91,others,A sketch of Holly Peers,2,0.37612903863191605,0.5841294974088669
92,others,A sketch of Holly Peers,3,0.37612903863191605,0.5841294974088669
93,others,A sketch of Holly Peers,4,0.37612903863191605,0.5841294974088669
94,others,A sketch of Holly Peers,5,0.37612903863191605,0.5841294974088669
95,others,Holly Peers in an official photo,1,0.37612903863191605,0.5841294974088669
96,others,Holly Peers in an official photo,2,0.37612903863191605,0.5841294974088669
97,others,Holly Peers in an official photo,3,0.37612903863191605,0.5841294974088669
98,others,Holly Peers in an official photo,4,0.37612903863191605,0.5841294974088669
99,others,Holly Peers in an official photo,5,0.37612903863191605,0.5841294974088669
100,others,A portrait of Hope Lange,1,0.37612903863191605,0.5841294974088669
101,others,A portrait of Hope Lange,2,0.37612903863191605,0.5841294974088669
102,others,A portrait of Hope Lange,3,0.37612903863191605,0.5841294974088669
103,others,A portrait of Hope Lange,4,0.37612903863191605,0.5841294974088669
104,others,A portrait of Hope Lange,5,0.37612903863191605,0.5841294974088669
105,others,An image capturing Hope Lange at a public event,1,0.37612903863191605,0.5841294974088669
106,others,An image capturing Hope Lange at a public event,2,0.37612903863191605,0.5841294974088669
107,others,An image capturing Hope Lange at a public event,3,0.37612903863191605,0.5841294974088669
108,others,An image capturing Hope Lange at a public event,4,0.37612903863191605,0.5841294974088669
109,others,An image capturing Hope Lange at a public event,5,0.37612903863191605,0.5841294974088669
110,others,An oil painting of Hope Lange,1,0.37612903863191605,0.5841294974088669
111,others,An oil painting of Hope Lange,2,0.37612903863191605,0.5841294974088669
112,others,An oil painting of Hope Lange,3,0.37612903863191605,0.5841294974088669
113,others,An oil painting of Hope Lange,4,0.37612903863191605,0.5841294974088669
114,others,An oil painting of Hope Lange,5,0.37612903863191605,0.5841294974088669
115,others,A sketch of Hope Lange,1,0.37612903863191605,0.5841294974088669
116,others,A sketch of Hope Lange,2,0.37612903863191605,0.5841294974088669
117,others,A sketch of Hope Lange,3,0.37612903863191605,0.5841294974088669
118,others,A sketch of Hope Lange,4,0.37612903863191605,0.5841294974088669
119,others,A sketch of Hope Lange,5,0.37612903863191605,0.5841294974088669
120,others,Hope Lange in an official photo,1,0.37612903863191605,0.5841294974088669
121,others,Hope Lange in an official photo,2,0.37612903863191605,0.5841294974088669
