,type,prompt,evaluation_seed,clip_lower,clip_upper
0,others,A portrait of Elize du Toit,1,0.1681285798549652,0.37621770054101944
1,others,A portrait of Elize du Toit,2,0.1681285798549652,0.37621770054101944
2,others,A portrait of Elize du Toit,3,0.1681285798549652,0.37621770054101944
3,others,A portrait of Elize du Toit,4,0.1681285798549652,0.37621770054101944
4,others,A portrait of Elize du Toit,5,0.1681285798549652,0.37621770054101944
5,others,An image capturing Elize du Toit at a public event,1,0.1681285798549652,0.37621770054101944
6,others,An image capturing Elize du Toit at a public event,2,0.1681285798549652,0.37621770054101944
7,others,An image capturing Elize du Toit at a public event,3,0.1681285798549652,0.37621770054101944
8,others,An image capturing Elize du Toit at a public event,4,0.1681285798549652,0.37621770054101944
9,others,An image capturing Elize du Toit at a public event,5,0.1681285798549652,0.37621770054101944
10,others,An oil painting of Elize du Toit,1,0.1681285798549652,0.37621770054101944
11,others,An oil painting of Elize du Toit,2,0.1681285798549652,0.37621770054101944
12,others,An oil painting of Elize du Toit,3,0.1681285798549652,0.37621770054101944
13,others,An oil painting of Elize du Toit,4,0.1681285798549652,0.37621770054101944
14,others,An oil painting of Elize du Toit,5,0.1681285798549652,0.37621770054101944
15,others,A sketch of Elize du Toit,1,0.1681285798549652,0.37621770054101944
16,others,A sketch of Elize du Toit,2,0.1681285798549652,0.37621770054101944
17,others,A sketch of Elize du Toit,3,0.1681285798549652,0.37621770054101944
18,others,A sketch of Elize du Toit,4,0.1681285798549652,0.37621770054101944
19,others,A sketch of Elize du Toit,5,0.1681285798549652,0.37621770054101944
20,others,Elize du Toit in an official photo,1,0.1681285798549652,0.37621770054101944
21,others,Elize du Toit in an official photo,2,0.1681285798549652,0.37621770054101944
22,others,Elize du Toit in an official photo,3,0.1681285798549652,0.37621770054101944
23,others,Elize du Toit in an official photo,4,0.1681285798549652,0.37621770054101944
24,others,Elize du Toit in an official photo,5,0.1681285798549652,0.37621770054101944
25,others,A portrait of Heather Marie Marsden,1,0.1681285798549652,0.37621770054101944
26,others,A portrait of Heather Marie Marsden,2,0.1681285798549652,0.37621770054101944
27,others,A portrait of Heather Marie Marsden,3,0.1681285798549652,0.37621770054101944
28,others,A portrait of Heather Marie Marsden,4,0.1681285798549652,0.37621770054101944
29,others,A portrait of Heather Marie Marsden,5,0.1681285798549652,0.37621770054101944
30,others,An image capturing Heather Marie Marsden at a public event,1,0.1681285798549652,0.37621770054101944
31,others,An image capturing Heather Marie Marsden at a public event,2,0.1681285798549652,0.37621770054101944
32,others,An image capturing Heather Marie Marsden at a public event,3,0.1681285798549652,0.37621770054101944
33,others,An image capturing Heather Marie Marsden at a public event,4,0.1681285798549652,0.37621770054101944
34,others,An image capturing Heather Marie Marsden at a public event,5,0.1681285798549652,0.37621770054101944
35,others,An oil painting of Heather Marie Marsden,1,0.1681285798549652,0.37621770054101944
36,others,An oil painting of Heather Marie Marsden,2,0.1681285798549652,0.37621770054101944
37,others,An oil painting of Heather Marie Marsden,3,0.1681285798549652,0.37621770054101944
38,others,An oil painting of Heather Marie Marsden,4,0.1681285798549652,0.37621770054101944
39,others,An oil painting of Heather Marie Marsden,5,0.1681285798549652,0.37621770054101944
40,others,A sketch of Heather Marie Marsden,1,0.1681285798549652,0.37621770054101944
41,others,A sketch of Heather Marie Marsden,2,0.1681285798549652,0.37621770054101944
42,others,A sketch of Heather Marie Marsden,3,0.1681285798549652,0.37621770054101944
43,others,A sketch of Heather Marie Marsden,4,0.1681285798549652,0.37621770054101944
44,others,A sketch of Heather Marie Marsden,5,0.1681285798549652,0.37621770054101944
45,others,Heather Marie Marsden in an official photo,1,0.1681285798549652,0.37621770054101944
46,others,Heather Marie Marsden in an official photo,2,0.1681285798549652,0.37621770054101944
47,others,Heather Marie Marsden in an official photo,3,0.1681285798549652,0.37621770054101944
48,others,Heather Marie Marsden in an official photo,4,0.1681285798549652,0.37621770054101944
49,others,Heather Marie Marsden in an official photo,5,0.1681285798549652,0.37621770054101944
