,type,prompt,evaluation_seed,clip_lower,clip_upper
0,others,A portrait of Joanna Cassidy,1,0.15644130110740662,0.3674522712826729
1,others,A portrait of Joanna Cassidy,2,0.15644130110740662,0.3674522712826729
2,others,A portrait of Joanna Cassidy,3,0.15644130110740662,0.3674522712826729
3,others,A portrait of Joanna Cassidy,4,0.15644130110740662,0.3674522712826729
4,others,A portrait of Joanna Cassidy,5,0.15644130110740662,0.3674522712826729
5,others,An image capturing Joanna Cassidy at a public event,1,0.15644130110740662,0.3674522712826729
6,others,An image capturing Joanna Cassidy at a public event,2,0.15644130110740662,0.3674522712826729
7,others,An image capturing Joanna Cassidy at a public event,3,0.15644130110740662,0.3674522712826729
8,others,An image capturing Joanna Cassidy at a public event,4,0.15644130110740662,0.3674522712826729
9,others,An image capturing Joanna Cassidy at a public event,5,0.15644130110740662,0.3674522712826729
10,others,An oil painting of Joanna Cassidy,1,0.15644130110740662,0.3674522712826729
11,others,An oil painting of Joanna Cassidy,2,0.15644130110740662,0.3674522712826729
12,others,An oil painting of Joanna Cassidy,3,0.15644130110740662,0.3674522712826729
13,others,An oil painting of Joanna Cassidy,4,0.15644130110740662,0.3674522712826729
14,others,An oil painting of Joanna Cassidy,5,0.15644130110740662,0.3674522712826729
15,others,A sketch of Joanna Cassidy,1,0.15644130110740662,0.3674522712826729
16,others,A sketch of Joanna Cassidy,2,0.15644130110740662,0.3674522712826729
17,others,A sketch of Joanna Cassidy,3,0.15644130110740662,0.3674522712826729
18,others,A sketch of Joanna Cassidy,4,0.15644130110740662,0.3674522712826729
19,others,A sketch of Joanna Cassidy,5,0.15644130110740662,0.3674522712826729
20,others,Joanna Cassidy in an official photo,1,0.15644130110740662,0.3674522712826729
21,others,Joanna Cassidy in an official photo,2,0.15644130110740662,0.3674522712826729
22,others,Joanna Cassidy in an official photo,3,0.15644130110740662,0.3674522712826729
23,others,Joanna Cassidy in an official photo,4,0.15644130110740662,0.3674522712826729
24,others,Joanna Cassidy in an official photo,5,0.15644130110740662,0.3674522712826729
25,others,A portrait of Roger Taylor,1,0.15644130110740662,0.3674522712826729
26,others,A portrait of Roger Taylor,2,0.15644130110740662,0.3674522712826729
27,others,A portrait of Roger Taylor,3,0.15644130110740662,0.3674522712826729
28,others,A portrait of Roger Taylor,4,0.15644130110740662,0.3674522712826729
