,type,prompt,evaluation_seed,clip_lower,clip_upper
0,others,A portrait of Tyler Posey,1,0.5784632414579391,0.7894742116332054
1,others,A portrait of Tyler Posey,2,0.5784632414579391,0.7894742116332054
2,others,A portrait of Tyler Posey,3,0.5784632414579391,0.7894742116332054
3,others,A portrait of Tyler Posey,4,0.5784632414579391,0.7894742116332054
4,others,A portrait of Tyler Posey,5,0.5784632414579391,0.7894742116332054
5,others,An image capturing Tyler Posey at a public event,1,0.5784632414579391,0.7894742116332054
6,others,An image capturing Tyler Posey at a public event,2,0.5784632414579391,0.7894742116332054
7,others,An image capturing Tyler Posey at a public event,3,0.5784632414579391,0.7894742116332054
8,others,An image capturing Tyler Posey at a public event,4,0.5784632414579391,0.7894742116332054
9,others,An image capturing Tyler Posey at a public event,5,0.5784632414579391,0.7894742116332054
10,others,An oil painting of Tyler Posey,1,0.5784632414579391,0.7894742116332054
11,others,An oil painting of Tyler Posey,2,0.5784632414579391,0.7894742116332054
12,others,An oil painting of Tyler Posey,3,0.5784632414579391,0.7894742116332054
13,others,An oil painting of Tyler Posey,4,0.5784632414579391,0.7894742116332054
14,others,An oil painting of Tyler Posey,5,0.5784632414579391,0.7894742116332054
15,others,A sketch of Tyler Posey,1,0.5784632414579391,0.7894742116332054
16,others,A sketch of Tyler Posey,2,0.5784632414579391,0.7894742116332054
17,others,A sketch of Tyler Posey,3,0.5784632414579391,0.7894742116332054
18,others,A sketch of Tyler Posey,4,0.5784632414579391,0.7894742116332054
19,others,A sketch of Tyler Posey,5,0.5784632414579391,0.7894742116332054
20,others,Tyler Posey in an official photo,1,0.5784632414579391,0.7894742116332054
21,others,Tyler Posey in an official photo,2,0.5784632414579391,0.7894742116332054
22,others,Tyler Posey in an official photo,3,0.5784632414579391,0.7894742116332054
23,others,Tyler Posey in an official photo,4,0.5784632414579391,0.7894742116332054
24,others,Tyler Posey in an official photo,5,0.5784632414579391,0.7894742116332054
25,others,A portrait of Sarah Jackson,1,0.5784632414579391,0.7894742116332054
26,others,A portrait of Sarah Jackson,2,0.5784632414579391,0.7894742116332054
27,others,A portrait of Sarah Jackson,3,0.5784632414579391,0.7894742116332054
28,others,A portrait of Sarah Jackson,4,0.5784632414579391,0.7894742116332054
29,others,A portrait of Sarah Jackson,5,0.5784632414579391,0.7894742116332054
30,others,An image capturing Sarah Jackson at a public event,1,0.5784632414579391,0.7894742116332054
31,others,An image capturing Sarah Jackson at a public event,2,0.5784632414579391,0.7894742116332054
32,others,An image capturing Sarah Jackson at a public event,3,0.5784632414579391,0.7894742116332054
33,others,An image capturing Sarah Jackson at a public event,4,0.5784632414579391,0.7894742116332054
34,others,An image capturing Sarah Jackson at a public event,5,0.5784632414579391,0.7894742116332054
35,others,An oil painting of Sarah Jackson,1,0.5784632414579391,0.7894742116332054
36,others,An oil painting of Sarah Jackson,2,0.5784632414579391,0.7894742116332054
37,others,An oil painting of Sarah Jackson,3,0.5784632414579391,0.7894742116332054
38,others,An oil painting of Sarah Jackson,4,0.5784632414579391,0.7894742116332054
39,others,An oil painting of Sarah Jackson,5,0.5784632414579391,0.7894742116332054
40,others,A sketch of Sarah Jackson,1,0.5784632414579391,0.7894742116332054
41,others,A sketch of Sarah Jackson,2,0.5784632414579391,0.7894742116332054
42,others,A sketch of Sarah Jackson,3,0.5784632414579391,0.7894742116332054
43,others,A sketch of Sarah Jackson,4,0.5784632414579391,0.7894742116332054
44,others,A sketch of Sarah Jackson,5,0.5784632414579391,0.7894742116332054
45,others,Sarah Jackson in an official photo,1,0.5784632414579391,0.7894742116332054
46,others,Sarah Jackson in an official photo,2,0.5784632414579391,0.7894742116332054
47,others,Sarah Jackson in an official photo,3,0.5784632414579391,0.7894742116332054
48,others,Sarah Jackson in an official photo,4,0.5784632414579391,0.7894742116332054
49,others,Sarah Jackson in an official photo,5,0.5784632414579391,0.7894742116332054
